,Model prediction,Ground truth,Array ID
2310,12,10,Train_fc_2310.npy
2311,18,23,Train_fc_2311.npy
2312,13,13,Train_fc_2312.npy
2313,11,10,Train_fc_2313.npy
2314,6,4,Train_fc_2314.npy
2315,3,4,Train_fc_2315.npy
2316,13,11,Train_fc_2316.npy
2317,16,14,Train_fc_2317.npy
2318,11,13,Train_fc_2318.npy
2319,11,10,Train_fc_2319.npy
2320,9,10,Train_fc_2320.npy
2321,9,10,Train_fc_2321.npy
2322,12,13,Train_fc_2322.npy
2323,9,11,Train_fc_2323.npy
2324,12,18,Train_fc_2324.npy
2325,13,12,Train_fc_2325.npy
2326,12,12,Train_fc_2326.npy
2327,13,15,Train_fc_2327.npy
2328,0,0,Train_fc_2328.npy
2329,8,7,Train_fc_2329.npy
2330,15,14,Train_fc_2330.npy
2331,8,7,Train_fc_2331.npy
2332,6,7,Train_fc_2332.npy
2333,9,9,Train_fc_2333.npy
2334,13,10,Train_fc_2334.npy
2335,2,2,Train_fc_2335.npy
2336,9,9,Train_fc_2336.npy
2337,18,21,Train_fc_2337.npy
2338,15,16,Train_fc_2338.npy
2339,11,9,Train_fc_2339.npy
2340,13,12,Train_fc_2340.npy
2341,9,9,Train_fc_2341.npy
2342,13,14,Train_fc_2342.npy
2343,7,8,Train_fc_2343.npy
2344,13,14,Train_fc_2344.npy
2345,12,14,Train_fc_2345.npy
2346,7,7,Train_fc_2346.npy
2347,8,9,Train_fc_2347.npy
2348,9,7,Train_fc_2348.npy
2349,9,10,Train_fc_2349.npy
2350,11,11,Train_fc_2350.npy
2351,13,10,Train_fc_2351.npy
2352,13,12,Train_fc_2352.npy
2353,15,15,Train_fc_2353.npy
2354,6,6,Train_fc_2354.npy
2355,8,11,Train_fc_2355.npy
2356,13,12,Train_fc_2356.npy
2357,5,4,Train_fc_2357.npy
2358,9,10,Train_fc_2358.npy
2359,13,17,Train_fc_2359.npy
2360,12,11,Train_fc_2360.npy
2361,6,4,Train_fc_2361.npy
2362,11,11,Train_fc_2362.npy
2363,9,10,Train_fc_2363.npy
2364,15,18,Train_fc_2364.npy
2365,15,12,Train_fc_2365.npy
2366,15,14,Train_fc_2366.npy
2367,12,9,Train_fc_2367.npy
2368,15,16,Train_fc_2368.npy
2369,8,6,Train_fc_2369.npy
2370,15,16,Train_fc_2370.npy
2371,13,11,Train_fc_2371.npy
2372,12,9,Train_fc_2372.npy
2373,12,12,Train_fc_2373.npy
2374,15,15,Train_fc_2374.npy
2375,13,15,Train_fc_2375.npy
2376,11,10,Train_fc_2376.npy
2377,13,13,Train_fc_2377.npy
2378,9,9,Train_fc_2378.npy
2379,9,10,Train_fc_2379.npy
2380,13,15,Train_fc_2380.npy
2381,15,20,Train_fc_2381.npy
2382,16,18,Train_fc_2382.npy
2383,13,16,Train_fc_2383.npy
2384,9,10,Train_fc_2384.npy
2385,7,9,Train_fc_2385.npy
2386,13,10,Train_fc_2386.npy
2387,15,16,Train_fc_2387.npy
2388,9,11,Train_fc_2388.npy
2389,12,7,Train_fc_2389.npy
2390,11,12,Train_fc_2390.npy
2391,15,15,Train_fc_2391.npy
2392,11,12,Train_fc_2392.npy
2393,13,12,Train_fc_2393.npy
2394,13,13,Train_fc_2394.npy
2395,9,9,Train_fc_2395.npy
2396,9,13,Train_fc_2396.npy
2397,15,15,Train_fc_2397.npy
2398,2,1,Train_fc_2398.npy
2399,12,12,Train_fc_2399.npy
2400,13,10,Train_fc_2400.npy
2401,13,13,Train_fc_2401.npy
2402,6,7,Train_fc_2402.npy
2403,3,3,Train_fc_2403.npy
2404,9,10,Train_fc_2404.npy
2405,16,17,Train_fc_2405.npy
2406,8,8,Train_fc_2406.npy
2407,13,18,Train_fc_2407.npy
2408,13,13,Train_fc_2408.npy
2409,9,7,Train_fc_2409.npy
2410,13,10,Train_fc_2410.npy
2411,9,8,Train_fc_2411.npy
2412,6,4,Train_fc_2412.npy
2413,12,11,Train_fc_2413.npy
2414,13,10,Train_fc_2414.npy
2415,10,9,Train_fc_2415.npy
2416,13,19,Train_fc_2416.npy
2417,13,15,Train_fc_2417.npy
2418,9,10,Train_fc_2418.npy
2419,16,18,Train_fc_2419.npy
2420,12,11,Train_fc_2420.npy
2421,16,21,Train_fc_2421.npy
2422,13,12,Train_fc_2422.npy
2423,5,4,Train_fc_2423.npy
2424,9,10,Train_fc_2424.npy
2425,8,11,Train_fc_2425.npy
2426,10,8,Train_fc_2426.npy
2427,15,17,Train_fc_2427.npy
2428,13,18,Train_fc_2428.npy
2429,10,9,Train_fc_2429.npy
2430,12,13,Train_fc_2430.npy
2431,11,11,Train_fc_2431.npy
2432,5,10,Train_fc_2432.npy
2433,18,18,Train_fc_2433.npy
2434,2,3,Train_fc_2434.npy
2435,3,4,Train_fc_2435.npy
2436,9,10,Train_fc_2436.npy
2437,7,7,Train_fc_2437.npy
2438,10,12,Train_fc_2438.npy
2439,13,18,Train_fc_2439.npy
2440,15,11,Train_fc_2440.npy
2441,8,8,Train_fc_2441.npy
2442,8,10,Train_fc_2442.npy
2443,15,17,Train_fc_2443.npy
2444,13,16,Train_fc_2444.npy
2445,15,15,Train_fc_2445.npy
2446,13,12,Train_fc_2446.npy
2447,3,3,Train_fc_2447.npy
2448,7,7,Train_fc_2448.npy
2449,13,13,Train_fc_2449.npy
2450,3,4,Train_fc_2450.npy
2451,6,6,Train_fc_2451.npy
2452,13,12,Train_fc_2452.npy
2453,12,12,Train_fc_2453.npy
2454,9,10,Train_fc_2454.npy
2455,9,11,Train_fc_2455.npy
2456,8,8,Train_fc_2456.npy
2457,0,1,Train_fc_2457.npy
2458,11,10,Train_fc_2458.npy
2459,13,14,Train_fc_2459.npy
2460,11,9,Train_fc_2460.npy
2461,15,20,Train_fc_2461.npy
2462,13,12,Train_fc_2462.npy
2463,7,8,Train_fc_2463.npy
2464,15,15,Train_fc_2464.npy
2465,11,11,Train_fc_2465.npy
2466,11,12,Train_fc_2466.npy
2467,3,2,Train_fc_2467.npy
2468,9,10,Train_fc_2468.npy
2469,8,8,Train_fc_2469.npy
2470,11,10,Train_fc_2470.npy
2471,13,11,Train_fc_2471.npy
2472,10,9,Train_fc_2472.npy
2473,15,14,Train_fc_2473.npy
2474,11,10,Train_fc_2474.npy
2475,8,9,Train_fc_2475.npy
2476,3,2,Train_fc_2476.npy
2477,15,13,Train_fc_2477.npy
2478,13,14,Train_fc_2478.npy
2479,11,9,Train_fc_2479.npy
2480,18,17,Train_fc_2480.npy
2481,9,11,Train_fc_2481.npy
2482,13,13,Train_fc_2482.npy
2483,3,4,Train_fc_2483.npy
2484,16,25,Train_fc_2484.npy
2485,12,9,Train_fc_2485.npy
2486,8,8,Train_fc_2486.npy
2487,15,16,Train_fc_2487.npy
2488,7,7,Train_fc_2488.npy
2489,13,14,Train_fc_2489.npy
2490,8,8,Train_fc_2490.npy
2491,13,15,Train_fc_2491.npy
2492,13,13,Train_fc_2492.npy
2493,11,11,Train_fc_2493.npy
2494,6,5,Train_fc_2494.npy
2495,8,8,Train_fc_2495.npy
2496,12,11,Train_fc_2496.npy
2497,13,18,Train_fc_2497.npy
2498,1,2,Train_fc_2498.npy
2499,3,4,Train_fc_2499.npy
2500,15,12,Train_fc_2500.npy
2501,8,10,Train_fc_2501.npy
2502,9,9,Train_fc_2502.npy
2503,13,11,Train_fc_2503.npy
2504,9,9,Train_fc_2504.npy
2505,13,11,Train_fc_2505.npy
2506,15,15,Train_fc_2506.npy
2507,13,13,Train_fc_2507.npy
2508,11,10,Train_fc_2508.npy
2509,8,10,Train_fc_2509.npy
2510,8,8,Train_fc_2510.npy
2511,5,5,Train_fc_2511.npy
2512,13,12,Train_fc_2512.npy
2513,13,15,Train_fc_2513.npy
2514,9,7,Train_fc_2514.npy
2515,16,18,Train_fc_2515.npy
2516,6,8,Train_fc_2516.npy
2517,12,9,Train_fc_2517.npy
2518,6,5,Train_fc_2518.npy
2519,0,0,Train_fc_2519.npy
2520,11,11,Train_fc_2520.npy
2521,11,9,Train_fc_2521.npy
2522,12,10,Train_fc_2522.npy
2523,13,13,Train_fc_2523.npy
2524,9,11,Train_fc_2524.npy
2525,9,9,Train_fc_2525.npy
2526,11,13,Train_fc_2526.npy
2527,2,2,Train_fc_2527.npy
2528,15,17,Train_fc_2528.npy
2529,13,14,Train_fc_2529.npy
2530,11,11,Train_fc_2530.npy
2531,5,6,Train_fc_2531.npy
2532,6,7,Train_fc_2532.npy
2533,16,14,Train_fc_2533.npy
2534,13,15,Train_fc_2534.npy
2535,8,7,Train_fc_2535.npy
2536,9,10,Train_fc_2536.npy
2537,7,10,Train_fc_2537.npy
2538,9,9,Train_fc_2538.npy
2539,11,11,Train_fc_2539.npy
2540,9,8,Train_fc_2540.npy
2541,5,7,Train_fc_2541.npy
2542,9,10,Train_fc_2542.npy
2543,13,15,Train_fc_2543.npy
2544,9,8,Train_fc_2544.npy
2545,5,3,Train_fc_2545.npy
2546,9,10,Train_fc_2546.npy
2547,15,20,Train_fc_2547.npy
2548,13,12,Train_fc_2548.npy
2549,9,9,Train_fc_2549.npy
2550,5,5,Train_fc_2550.npy
2551,10,10,Train_fc_2551.npy
2552,5,6,Train_fc_2552.npy
2553,3,8,Train_fc_2553.npy
2554,11,11,Train_fc_2554.npy
2555,9,7,Train_fc_2555.npy
2556,15,15,Train_fc_2556.npy
2557,13,12,Train_fc_2557.npy
2558,13,12,Train_fc_2558.npy
2559,9,13,Train_fc_2559.npy
2560,1,1,Train_fc_2560.npy
2561,16,16,Train_fc_2561.npy
2562,9,8,Train_fc_2562.npy
2563,10,8,Train_fc_2563.npy
2564,5,4,Train_fc_2564.npy
2565,13,13,Train_fc_2565.npy
2566,5,5,Train_fc_2566.npy
2567,9,11,Train_fc_2567.npy
2568,18,18,Train_fc_2568.npy
2569,9,12,Train_fc_2569.npy
2570,15,14,Train_fc_2570.npy
2571,6,4,Train_fc_2571.npy
2572,9,7,Train_fc_2572.npy
2573,7,10,Train_fc_2573.npy
2574,13,12,Train_fc_2574.npy
2575,9,9,Train_fc_2575.npy
2576,13,13,Train_fc_2576.npy
2577,11,12,Train_fc_2577.npy
2578,12,11,Train_fc_2578.npy
2579,6,9,Train_fc_2579.npy
2580,12,11,Train_fc_2580.npy
2581,1,1,Train_fc_2581.npy
2582,9,12,Train_fc_2582.npy
2583,13,13,Train_fc_2583.npy
2584,16,14,Train_fc_2584.npy
2585,10,9,Train_fc_2585.npy
2586,13,12,Train_fc_2586.npy
2587,6,5,Train_fc_2587.npy
2588,0,0,Train_fc_2588.npy
2589,11,11,Train_fc_2589.npy
2590,12,10,Train_fc_2590.npy
2591,7,8,Train_fc_2591.npy
2592,12,12,Train_fc_2592.npy
2593,13,17,Train_fc_2593.npy
2594,9,6,Train_fc_2594.npy
2595,18,21,Train_fc_2595.npy
2596,10,9,Train_fc_2596.npy
2597,13,13,Train_fc_2597.npy
2598,5,7,Train_fc_2598.npy
2599,5,4,Train_fc_2599.npy
2600,7,8,Train_fc_2600.npy
2601,13,18,Train_fc_2601.npy
2602,8,8,Train_fc_2602.npy
2603,13,14,Train_fc_2603.npy
2604,9,10,Train_fc_2604.npy
2605,13,15,Train_fc_2605.npy
2606,9,11,Train_fc_2606.npy
2607,5,5,Train_fc_2607.npy
2608,15,11,Train_fc_2608.npy
2609,13,11,Train_fc_2609.npy
2610,3,2,Train_fc_2610.npy
2611,9,8,Train_fc_2611.npy
2612,8,9,Train_fc_2612.npy
2613,6,8,Train_fc_2613.npy
2614,9,8,Train_fc_2614.npy
2615,12,11,Train_fc_2615.npy
2616,9,12,Train_fc_2616.npy
2617,11,10,Train_fc_2617.npy
2618,8,9,Train_fc_2618.npy
2619,9,16,Train_fc_2619.npy
2620,9,10,Train_fc_2620.npy
2621,0,0,Train_fc_2621.npy
2622,13,13,Train_fc_2622.npy
2623,3,3,Train_fc_2623.npy
2624,3,3,Train_fc_2624.npy
2625,11,10,Train_fc_2625.npy
2626,11,9,Train_fc_2626.npy
2627,8,8,Train_fc_2627.npy
2628,15,19,Train_fc_2628.npy
2629,3,5,Train_fc_2629.npy
2630,8,7,Train_fc_2630.npy
2631,13,17,Train_fc_2631.npy
2632,12,12,Train_fc_2632.npy
2633,13,11,Train_fc_2633.npy
2634,5,4,Train_fc_2634.npy
2635,10,11,Train_fc_2635.npy
2636,15,14,Train_fc_2636.npy
2637,11,12,Train_fc_2637.npy
2638,11,8,Train_fc_2638.npy
2639,13,12,Train_fc_2639.npy
2640,16,14,Train_fc_2640.npy
2641,12,14,Train_fc_2641.npy
2642,13,15,Train_fc_2642.npy
2643,9,8,Train_fc_2643.npy
2644,11,10,Train_fc_2644.npy
2645,0,0,Train_fc_2645.npy
2646,13,13,Train_fc_2646.npy
2647,9,9,Train_fc_2647.npy
2648,11,10,Train_fc_2648.npy
2649,9,10,Train_fc_2649.npy
2650,13,12,Train_fc_2650.npy
2651,7,8,Train_fc_2651.npy
2652,13,14,Train_fc_2652.npy
2653,6,6,Train_fc_2653.npy
2654,16,10,Train_fc_2654.npy
2655,2,1,Train_fc_2655.npy
2656,15,14,Train_fc_2656.npy
2657,13,18,Train_fc_2657.npy
2658,15,15,Train_fc_2658.npy
2659,6,10,Train_fc_2659.npy
2660,11,9,Train_fc_2660.npy
2661,15,11,Train_fc_2661.npy
2662,7,8,Train_fc_2662.npy
2663,13,13,Train_fc_2663.npy
2664,9,9,Train_fc_2664.npy
2665,15,17,Train_fc_2665.npy
2666,7,8,Train_fc_2666.npy
2667,9,8,Train_fc_2667.npy
2668,10,13,Train_fc_2668.npy
2669,13,14,Train_fc_2669.npy
2670,13,13,Train_fc_2670.npy
2671,12,11,Train_fc_2671.npy
2672,16,16,Train_fc_2672.npy
2673,10,9,Train_fc_2673.npy
2674,16,20,Train_fc_2674.npy
2675,11,11,Train_fc_2675.npy
2676,15,16,Train_fc_2676.npy
2677,12,11,Train_fc_2677.npy
2678,11,12,Train_fc_2678.npy
2679,13,14,Train_fc_2679.npy
2680,5,6,Train_fc_2680.npy
2681,13,14,Train_fc_2681.npy
2682,9,10,Train_fc_2682.npy
2683,13,15,Train_fc_2683.npy
2684,3,4,Train_fc_2684.npy
2685,16,17,Train_fc_2685.npy
2686,12,13,Train_fc_2686.npy
2687,8,9,Train_fc_2687.npy
2688,7,9,Train_fc_2688.npy
2689,8,8,Train_fc_2689.npy
2690,10,13,Train_fc_2690.npy
2691,16,17,Train_fc_2691.npy
2692,13,15,Train_fc_2692.npy
2693,6,7,Train_fc_2693.npy
2694,11,10,Train_fc_2694.npy
2695,6,8,Train_fc_2695.npy
2696,7,5,Train_fc_2696.npy
2697,11,8,Train_fc_2697.npy
2698,8,9,Train_fc_2698.npy
2699,6,5,Train_fc_2699.npy
2700,2,2,Train_fc_2700.npy
2701,12,12,Train_fc_2701.npy
2702,8,7,Train_fc_2702.npy
2703,13,12,Train_fc_2703.npy
2704,13,13,Train_fc_2704.npy
2705,9,13,Train_fc_2705.npy
2706,11,11,Train_fc_2706.npy
2707,2,5,Train_fc_2707.npy
2708,12,10,Train_fc_2708.npy
2709,11,10,Train_fc_2709.npy
2710,15,12,Train_fc_2710.npy
2711,6,5,Train_fc_2711.npy
2712,6,7,Train_fc_2712.npy
2713,13,15,Train_fc_2713.npy
2714,8,5,Train_fc_2714.npy
2715,6,6,Train_fc_2715.npy
2716,6,7,Train_fc_2716.npy
2717,5,4,Train_fc_2717.npy
2718,13,20,Train_fc_2718.npy
2719,7,8,Train_fc_2719.npy
2720,8,7,Train_fc_2720.npy
2721,6,5,Train_fc_2721.npy
2722,12,12,Train_fc_2722.npy
2723,13,16,Train_fc_2723.npy
2724,16,18,Train_fc_2724.npy
2725,9,10,Train_fc_2725.npy
2726,11,10,Train_fc_2726.npy
2727,12,10,Train_fc_2727.npy
2728,12,9,Train_fc_2728.npy
2729,13,12,Train_fc_2729.npy
2730,9,10,Train_fc_2730.npy
2731,6,8,Train_fc_2731.npy
2732,9,9,Train_fc_2732.npy
2733,2,4,Train_fc_2733.npy
2734,3,5,Train_fc_2734.npy
2735,7,6,Train_fc_2735.npy
2736,13,15,Train_fc_2736.npy
2737,8,7,Train_fc_2737.npy
2738,10,12,Train_fc_2738.npy
2739,12,9,Train_fc_2739.npy
2740,8,7,Train_fc_2740.npy
2741,11,10,Train_fc_2741.npy
2742,13,13,Train_fc_2742.npy
2743,0,0,Train_fc_2743.npy
2744,13,16,Train_fc_2744.npy
2745,11,10,Train_fc_2745.npy
2746,9,9,Train_fc_2746.npy
2747,9,9,Train_fc_2747.npy
2748,13,15,Train_fc_2748.npy
2749,8,6,Train_fc_2749.npy
2750,13,12,Train_fc_2750.npy
2751,8,7,Train_fc_2751.npy
2752,9,8,Train_fc_2752.npy
2753,16,17,Train_fc_2753.npy
2754,15,14,Train_fc_2754.npy
2755,15,16,Train_fc_2755.npy
2756,12,9,Train_fc_2756.npy
2757,9,10,Train_fc_2757.npy
2758,9,9,Train_fc_2758.npy
2759,3,2,Train_fc_2759.npy
2760,2,2,Train_fc_2760.npy
2761,9,12,Train_fc_2761.npy
2762,12,14,Train_fc_2762.npy
2763,11,11,Train_fc_2763.npy
2764,2,2,Train_fc_2764.npy
2765,8,9,Train_fc_2765.npy
2766,5,9,Train_fc_2766.npy
2767,11,11,Train_fc_2767.npy
2768,13,12,Train_fc_2768.npy
2769,13,14,Train_fc_2769.npy
2770,2,3,Train_fc_2770.npy
2771,13,16,Train_fc_2771.npy
2772,18,19,Train_fc_2772.npy
2773,13,13,Train_fc_2773.npy
2774,3,3,Train_fc_2774.npy
2775,9,10,Train_fc_2775.npy
2776,2,3,Train_fc_2776.npy
2777,6,7,Train_fc_2777.npy
2778,11,11,Train_fc_2778.npy
2779,15,14,Train_fc_2779.npy
2780,9,9,Train_fc_2780.npy
2781,16,18,Train_fc_2781.npy
2782,13,11,Train_fc_2782.npy
2783,15,15,Train_fc_2783.npy
2784,8,7,Train_fc_2784.npy
2785,15,16,Train_fc_2785.npy
2786,11,10,Train_fc_2786.npy
2787,7,6,Train_fc_2787.npy
2788,5,4,Train_fc_2788.npy
2789,8,8,Train_fc_2789.npy
2790,15,13,Train_fc_2790.npy
2791,8,7,Train_fc_2791.npy
2792,3,2,Train_fc_2792.npy
2793,13,12,Train_fc_2793.npy
2794,8,8,Train_fc_2794.npy
2795,9,7,Train_fc_2795.npy
2796,6,6,Train_fc_2796.npy
2797,5,4,Train_fc_2797.npy
2798,12,11,Train_fc_2798.npy
2799,9,11,Train_fc_2799.npy
2800,12,9,Train_fc_2800.npy
2801,2,1,Train_fc_2801.npy
2802,9,10,Train_fc_2802.npy
2803,11,10,Train_fc_2803.npy
2804,13,11,Train_fc_2804.npy
2805,6,8,Train_fc_2805.npy
2806,16,13,Train_fc_2806.npy
2807,7,10,Train_fc_2807.npy
2808,13,14,Train_fc_2808.npy
2809,2,2,Train_fc_2809.npy
2810,3,4,Train_fc_2810.npy
2811,13,15,Train_fc_2811.npy
2812,13,13,Train_fc_2812.npy
2813,12,11,Train_fc_2813.npy
2814,10,10,Train_fc_2814.npy
2815,9,8,Train_fc_2815.npy
2816,5,5,Train_fc_2816.npy
2817,9,10,Train_fc_2817.npy
2818,12,15,Train_fc_2818.npy
2819,8,9,Train_fc_2819.npy
2820,13,13,Train_fc_2820.npy
2821,3,4,Train_fc_2821.npy
2822,11,11,Train_fc_2822.npy
2823,8,9,Train_fc_2823.npy
2824,8,8,Train_fc_2824.npy
2825,13,12,Train_fc_2825.npy
2826,13,15,Train_fc_2826.npy
2827,13,13,Train_fc_2827.npy
2828,12,11,Train_fc_2828.npy
2829,13,14,Train_fc_2829.npy
2830,16,14,Train_fc_2830.npy
2831,5,5,Train_fc_2831.npy
2832,16,16,Train_fc_2832.npy
2833,16,16,Train_fc_2833.npy
2834,2,1,Train_fc_2834.npy
2835,13,12,Train_fc_2835.npy
2836,15,13,Train_fc_2836.npy
2837,11,13,Train_fc_2837.npy
2838,12,13,Train_fc_2838.npy
2839,13,12,Train_fc_2839.npy
2840,8,8,Train_fc_2840.npy
2841,13,13,Train_fc_2841.npy
2842,13,14,Train_fc_2842.npy
2843,16,16,Train_fc_2843.npy
2844,13,10,Train_fc_2844.npy
2845,9,11,Train_fc_2845.npy
2846,6,6,Train_fc_2846.npy
2847,11,14,Train_fc_2847.npy
2848,8,10,Train_fc_2848.npy
2849,12,12,Train_fc_2849.npy
2850,15,15,Train_fc_2850.npy
2851,5,6,Train_fc_2851.npy
2852,2,2,Train_fc_2852.npy
2853,6,8,Train_fc_2853.npy
2854,9,8,Train_fc_2854.npy
2855,11,11,Train_fc_2855.npy
2856,5,5,Train_fc_2856.npy
2857,2,4,Train_fc_2857.npy
2858,13,13,Train_fc_2858.npy
2859,13,13,Train_fc_2859.npy
2860,13,16,Train_fc_2860.npy
2861,7,6,Train_fc_2861.npy
2862,13,14,Train_fc_2862.npy
2863,13,17,Train_fc_2863.npy
2864,15,11,Train_fc_2864.npy
2865,12,14,Train_fc_2865.npy
2866,6,5,Train_fc_2866.npy
2867,16,19,Train_fc_2867.npy
2868,13,13,Train_fc_2868.npy
2869,3,3,Train_fc_2869.npy
2870,9,8,Train_fc_2870.npy
2871,11,12,Train_fc_2871.npy
2872,9,7,Train_fc_2872.npy
2873,15,12,Train_fc_2873.npy
2874,11,11,Train_fc_2874.npy
2875,13,12,Train_fc_2875.npy
2876,13,17,Train_fc_2876.npy
2877,11,8,Train_fc_2877.npy
2878,16,15,Train_fc_2878.npy
2879,16,15,Train_fc_2879.npy
2880,11,11,Train_fc_2880.npy
2881,10,9,Train_fc_2881.npy
2882,11,10,Train_fc_2882.npy
2883,12,10,Train_fc_2883.npy
2884,9,11,Train_fc_2884.npy
2885,5,6,Train_fc_2885.npy
2886,3,2,Train_fc_2886.npy
2887,13,19,Train_fc_2887.npy
2888,15,15,Train_fc_2888.npy
2889,5,4,Train_fc_2889.npy
2890,3,3,Train_fc_2890.npy
2891,9,9,Train_fc_2891.npy
2892,9,8,Train_fc_2892.npy
2893,8,10,Train_fc_2893.npy
2894,9,9,Train_fc_2894.npy
2895,15,19,Train_fc_2895.npy
2896,13,17,Train_fc_2896.npy
2897,11,12,Train_fc_2897.npy
2898,5,8,Train_fc_2898.npy
2899,9,8,Train_fc_2899.npy
2900,2,2,Train_fc_2900.npy
2901,13,9,Train_fc_2901.npy
2902,13,14,Train_fc_2902.npy
2903,13,14,Train_fc_2903.npy
2904,7,10,Train_fc_2904.npy
2905,6,9,Train_fc_2905.npy
2906,13,13,Train_fc_2906.npy
2907,5,3,Train_fc_2907.npy
2908,13,16,Train_fc_2908.npy
2909,13,17,Train_fc_2909.npy
2910,11,9,Train_fc_2910.npy
2911,9,10,Train_fc_2911.npy
2912,1,1,Train_fc_2912.npy
2913,8,7,Train_fc_2913.npy
2914,13,11,Train_fc_2914.npy
2915,13,19,Train_fc_2915.npy
2916,8,8,Train_fc_2916.npy
2917,12,16,Train_fc_2917.npy
2918,16,19,Train_fc_2918.npy
2919,15,18,Train_fc_2919.npy
2920,12,12,Train_fc_2920.npy
2921,13,13,Train_fc_2921.npy
2922,9,11,Train_fc_2922.npy
2923,15,20,Train_fc_2923.npy
2924,13,11,Train_fc_2924.npy
2925,5,6,Train_fc_2925.npy
2926,3,3,Train_fc_2926.npy
2927,12,12,Train_fc_2927.npy
2928,3,3,Train_fc_2928.npy
2929,9,12,Train_fc_2929.npy
2930,9,8,Train_fc_2930.npy
2931,5,7,Train_fc_2931.npy
2932,6,7,Train_fc_2932.npy
2933,6,4,Train_fc_2933.npy
2934,9,9,Train_fc_2934.npy
2935,15,19,Train_fc_2935.npy
2936,13,14,Train_fc_2936.npy
2937,9,9,Train_fc_2937.npy
2938,7,7,Train_fc_2938.npy
2939,16,16,Train_fc_2939.npy
2940,15,17,Train_fc_2940.npy
2941,13,13,Train_fc_2941.npy
2942,16,16,Train_fc_2942.npy
2943,3,2,Train_fc_2943.npy
2944,5,4,Train_fc_2944.npy
2945,10,10,Train_fc_2945.npy
2946,15,15,Train_fc_2946.npy
2947,15,18,Train_fc_2947.npy
2948,6,8,Train_fc_2948.npy
2949,15,14,Train_fc_2949.npy
2950,8,8,Train_fc_2950.npy
2951,10,12,Train_fc_2951.npy
2952,9,10,Train_fc_2952.npy
2953,15,17,Train_fc_2953.npy
2954,12,10,Train_fc_2954.npy
2955,11,9,Train_fc_2955.npy
2956,13,12,Train_fc_2956.npy
2957,12,9,Train_fc_2957.npy
2958,5,2,Train_fc_2958.npy
2959,6,5,Train_fc_2959.npy
2960,3,3,Train_fc_2960.npy
2961,5,4,Train_fc_2961.npy
2962,0,0,Train_fc_2962.npy
2963,7,10,Train_fc_2963.npy
2964,6,6,Train_fc_2964.npy
2965,3,4,Train_fc_2965.npy
2966,7,9,Train_fc_2966.npy
2967,15,16,Train_fc_2967.npy
2968,11,11,Train_fc_2968.npy
2969,7,6,Train_fc_2969.npy
2970,12,13,Train_fc_2970.npy
2971,8,9,Train_fc_2971.npy
2972,9,12,Train_fc_2972.npy
2973,11,12,Train_fc_2973.npy
2974,9,9,Train_fc_2974.npy
2975,9,8,Train_fc_2975.npy
2976,9,12,Train_fc_2976.npy
2977,9,8,Train_fc_2977.npy
2978,5,3,Train_fc_2978.npy
2979,12,13,Train_fc_2979.npy
2980,8,8,Train_fc_2980.npy
2981,12,13,Train_fc_2981.npy
2982,13,11,Train_fc_2982.npy
2983,12,11,Train_fc_2983.npy
2984,8,8,Train_fc_2984.npy
2985,8,9,Train_fc_2985.npy
2986,13,11,Train_fc_2986.npy
2987,0,0,Train_fc_2987.npy
2988,6,6,Train_fc_2988.npy
2989,13,20,Train_fc_2989.npy
2990,11,9,Train_fc_2990.npy
2991,13,13,Train_fc_2991.npy
2992,9,8,Train_fc_2992.npy
2993,13,13,Train_fc_2993.npy
2994,11,8,Train_fc_2994.npy
2995,11,9,Train_fc_2995.npy
2996,16,17,Train_fc_2996.npy
2997,5,6,Train_fc_2997.npy
2998,9,11,Train_fc_2998.npy
2999,9,10,Train_fc_2999.npy
3000,3,3,Train_fc_3000.npy
3001,5,4,Train_fc_3001.npy
3002,12,12,Train_fc_3002.npy
3003,9,11,Train_fc_3003.npy
3004,6,8,Train_fc_3004.npy
3005,12,12,Train_fc_3005.npy
3006,0,0,Train_fc_3006.npy
3007,12,10,Train_fc_3007.npy
3008,13,13,Train_fc_3008.npy
3009,9,10,Train_fc_3009.npy
3010,12,12,Train_fc_3010.npy
3011,7,8,Train_fc_3011.npy
3012,15,15,Train_fc_3012.npy
3013,9,8,Train_fc_3013.npy
3014,7,11,Train_fc_3014.npy
3015,15,16,Train_fc_3015.npy
3016,6,5,Train_fc_3016.npy
3017,15,15,Train_fc_3017.npy
3018,15,15,Train_fc_3018.npy
3019,9,11,Train_fc_3019.npy
3020,9,9,Train_fc_3020.npy
3021,13,10,Train_fc_3021.npy
3022,3,3,Train_fc_3022.npy
3023,9,7,Train_fc_3023.npy
3024,9,10,Train_fc_3024.npy
3025,7,9,Train_fc_3025.npy
3026,13,13,Train_fc_3026.npy
3027,13,13,Train_fc_3027.npy
3028,13,14,Train_fc_3028.npy
3029,3,1,Train_fc_3029.npy
3030,8,10,Train_fc_3030.npy
3031,9,8,Train_fc_3031.npy
3032,8,6,Train_fc_3032.npy
3033,5,5,Train_fc_3033.npy
3034,15,16,Train_fc_3034.npy
3035,2,2,Train_fc_3035.npy
3036,15,14,Train_fc_3036.npy
3037,5,4,Train_fc_3037.npy
3038,9,11,Train_fc_3038.npy
3039,5,6,Train_fc_3039.npy
3040,8,9,Train_fc_3040.npy
3041,5,4,Train_fc_3041.npy
3042,8,10,Train_fc_3042.npy
3043,13,16,Train_fc_3043.npy
3044,5,7,Train_fc_3044.npy
